date,season,normalized_season,round_number,match_number,home_team,away_team,home_goals,away_goals,official_sign,is_pleno15,official_round_id,match_id,home_team_raw,away_team_raw,home_team_normalized,away_team_normalized,home_team_canonical,away_team_canonical,mapping_status,competition,competition_type,data_quality,source,status,has_pleno15,total_matches,result_by_draw,kickoff,imported_at,prize_info_available,revenue_available
2017-12-22,2017-2018,2017-2018,29,10,Alcorcón,Almería,2,0,1,false,official-2017-2018-29,official-2017-2018-29-10,Alcorcón,Almería,alcorcon,almeria,Alcorcon,Almeria,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-22T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-22,2017-2018,2017-2018,29,11,C. Gimnastic,Huesca,1,2,2,false,official-2017-2018-29,official-2017-2018-29-11,C. Gimnastic,Huesca,cgimnastic,huesca,C. Gimnastic,Huesca,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-22T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-22,2017-2018,2017-2018,29,12,R. Oviedo,Cultural Leonesa,3,0,1,false,official-2017-2018-29,official-2017-2018-29-12,R. Oviedo,Cultural Leonesa,realoviedo,culturalleonesa,Real Oviedo,Cultural Leonesa,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-22T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-22,2017-2018,2017-2018,29,13,Arsenal,Liverpool,3,3,X,false,official-2017-2018-29,official-2017-2018-29-13,Arsenal,Liverpool,arsenal,liverpool,Arsenal,Liverpool,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-22T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-22,2017-2018,2017-2018,29,14,Everton,Chelsea,0,0,X,false,official-2017-2018-29,official-2017-2018-29-14,Everton,Chelsea,everton,chelsea,Everton,Chelsea,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-22T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-22,2017-2018,2017-2018,29,15,Real Madrid,Barcelona,0,3,2,true,official-2017-2018-29,official-2017-2018-29-15,Real Madrid,Barcelona,realmadrid,barcelona,Real Madrid,Barcelona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-22T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,1,Tottenham,Southampton,5,2,1,false,official-2017-2018-30,official-2017-2018-30-1,Tottenham,Southampton,tottenham,southampton,Tottenham,Southampton,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,2,Bournemouth,West Ham,3,3,X,false,official-2017-2018-30,official-2017-2018-30-2,Bournemouth,West Ham,bournemouth,westham,Bournemouth,West Ham,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,3,Chelsea,Brighton,2,0,1,false,official-2017-2018-30,official-2017-2018-30-3,Chelsea,Brighton,chelsea,brighton,Chelsea,Brighton,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,4,Huddersfield,Stoke City,1,1,X,false,official-2017-2018-30,official-2017-2018-30-4,Huddersfield,Stoke City,huddersfield,stokecity,Huddersfield,Stoke City,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,5,Watford,Leicester,2,1,1,false,official-2017-2018-30,official-2017-2018-30-5,Watford,Leicester,watford,leicester,Watford,Leicester,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,6,West Bromwich,Everton,0,0,X,false,official-2017-2018-30,official-2017-2018-30-6,West Bromwich,Everton,westbromwich,everton,West Bromwich,Everton,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,7,Liverpool,Swansea City,5,0,1,false,official-2017-2018-30,official-2017-2018-30-7,Liverpool,Swansea City,liverpool,swanseacity,Liverpool,Swansea City,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,8,Millwall,Wolverhampton,2,2,X,false,official-2017-2018-30,official-2017-2018-30-8,Millwall,Wolverhampton,millwall,wolverhampton,Millwall,Wolverhampton,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,9,Bristol City,Reading,2,0,1,false,official-2017-2018-30,official-2017-2018-30-9,Bristol City,Reading,bristolcity,reading,Bristol City,Reading,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,10,Burton,Leeds,1,2,2,false,official-2017-2018-30,official-2017-2018-30-10,Burton,Leeds,burton,leeds,Burton,Leeds,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,11,Bangor City,Fulham,2,4,2,false,official-2017-2018-30,official-2017-2018-30-11,Bangor City,Fulham,bangorcity,fulham,Bangor City,Fulham,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,12,Hull City,Derby County,0,0,X,false,official-2017-2018-30,official-2017-2018-30-12,Hull City,Derby County,hullcity,derbycounty,Hull City,Derby County,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,13,Middlesbrough,Bolton,2,0,1,false,official-2017-2018-30,official-2017-2018-30-13,Middlesbrough,Bolton,middlesbrough,bolton,Middlesbrough,Bolton,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,14,Nottingham,Sheffield Wednesday,0,3,2,false,official-2017-2018-30,official-2017-2018-30-14,Nottingham,Sheffield Wednesday,nottingham,sheffieldwednesday,Nottingham,Sheffield Wednesday,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-26,2017-2018,2017-2018,30,15,Manch. United,Burnley,2,2,X,true,official-2017-2018-30,official-2017-2018-30-15,Manch. United,Burnley,manchunited,burnley,Manch. United,Burnley,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-26T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,1,Bournemouth,Everton,2,1,1,false,official-2017-2018-31,official-2017-2018-31-1,Bournemouth,Everton,bournemouth,everton,Bournemouth,Everton,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,2,Chelsea,Stoke City,5,0,1,false,official-2017-2018-31,official-2017-2018-31-2,Chelsea,Stoke City,chelsea,stokecity,Chelsea,Stoke City,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,3,Huddersfield,Burnley,0,0,X,false,official-2017-2018-31,official-2017-2018-31-3,Huddersfield,Burnley,huddersfield,burnley,Huddersfield,Burnley,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,4,Liverpool,Leicester,2,1,1,false,official-2017-2018-31,official-2017-2018-31-4,Liverpool,Leicester,liverpool,leicester,Liverpool,Leicester,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,5,Newcastle,Brighton,0,0,X,false,official-2017-2018-31,official-2017-2018-31-5,Newcastle,Brighton,newcastle,brighton,Newcastle,Brighton,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,6,Watford,Swansea City,1,2,2,false,official-2017-2018-31,official-2017-2018-31-6,Watford,Swansea City,watford,swanseacity,Watford,Swansea City,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,7,Manch. United,Southampton,0,0,X,false,official-2017-2018-31,official-2017-2018-31-7,Manch. United,Southampton,manchunited,southampton,Manch. United,Southampton,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,8,Atalanta,Cagliari,1,2,2,false,official-2017-2018-31,official-2017-2018-31-8,Atalanta,Cagliari,atalanta,cagliari,Atalanta,Cagliari,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,9,Benevento,Chievo,1,0,1,false,official-2017-2018-31,official-2017-2018-31-9,Benevento,Chievo,benevento,chievo,Benevento,Chievo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,10,Bologna,Udinese,1,2,2,false,official-2017-2018-31,official-2017-2018-31-10,Bologna,Udinese,bologna,udinese,Bologna,Udinese,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,11,Roma,Sassuolo,1,1,X,false,official-2017-2018-31,official-2017-2018-31-11,Roma,Sassuolo,roma,sassuolo,Roma,Sassuolo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,12,Sampdoria,Spal,2,0,1,false,official-2017-2018-31,official-2017-2018-31-12,Sampdoria,Spal,sampdoria,spal,Sampdoria,Spal,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,13,Torino,Génova,0,0,X,false,official-2017-2018-31,official-2017-2018-31-13,Torino,Génova,torino,genova,Torino,Génova,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,14,Inter De Milán,Lazio,0,0,X,false,official-2017-2018-31,official-2017-2018-31-14,Inter De Milán,Lazio,intermilan,lazio,Inter De Milán,Lazio,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2017-12-30,2017-2018,2017-2018,31,15,Hellas Verona,Juventus,1,3,2,true,official-2017-2018-31,official-2017-2018-31-15,Hellas Verona,Juventus,hellasverona,juventus,Hellas Verona,Juventus,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2017-12-30T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,1,Atlético de Madrid,Getafe,2,0,1,false,official-2017-2018-32,official-2017-2018-32-1,Atlético de Madrid,Getafe,atleticomadrid,getafe,Atletico Madrid,Getafe,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,2,Valencia,Girona,2,1,1,false,official-2017-2018-32,official-2017-2018-32-2,Valencia,Girona,valencia,girona,Valencia,Girona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,3,Las Palmas,Eibar,1,2,2,false,official-2017-2018-32,official-2017-2018-32-3,Las Palmas,Eibar,laspalmas,eibar,Las Palmas,Eibar,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,4,Sevilla,Betis,3,5,2,false,official-2017-2018-32,official-2017-2018-32-4,Sevilla,Betis,sevilla,betis,Sevilla,Betis,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,5,Leganés,Real Sociedad,1,0,1,false,official-2017-2018-32,official-2017-2018-32-5,Leganés,Real Sociedad,leganes,realsociedad,Leganes,Real Sociedad,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,6,Athletic de Bilbao,Alavés,2,0,1,false,official-2017-2018-32,official-2017-2018-32-6,Athletic de Bilbao,Alavés,athletic,alaves,Athletic Club,Alaves,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,7,Villarreal,Deportivo,1,1,X,false,official-2017-2018-32,official-2017-2018-32-7,Villarreal,Deportivo,villarreal,deportivo,Villarreal,Deportivo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,8,Celta,Real Madrid,2,2,X,false,official-2017-2018-32,official-2017-2018-32-8,Celta,Real Madrid,celta,realmadrid,Celta,Real Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,9,Cádiz,Granada,1,0,1,false,official-2017-2018-32,official-2017-2018-32-9,Cádiz,Granada,cadiz,granada,Cadiz,Granada,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,10,Rayo Vallecano,C. Gimnastic,2,3,2,false,official-2017-2018-32,official-2017-2018-32-10,Rayo Vallecano,C. Gimnastic,rayovallecano,cgimnastic,Rayo Vallecano,C. Gimnastic,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,11,Reus Deport.,Alcorcón,1,1,X,false,official-2017-2018-32,official-2017-2018-32-11,Reus Deport.,Alcorcón,reusdeport,alcorcon,Reus Deport.,Alcorcon,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,12,Albacete,Tenerife,1,2,2,false,official-2017-2018-32,official-2017-2018-32-12,Albacete,Tenerife,albacete,tenerife,Albacete,Tenerife,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,13,Cultural Leonesa,Numancia,2,2,X,false,official-2017-2018-32,official-2017-2018-32-13,Cultural Leonesa,Numancia,culturalleonesa,numancia,Cultural Leonesa,Numancia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,14,Almería,Lugo,1,0,1,false,official-2017-2018-32,official-2017-2018-32-14,Almería,Lugo,almeria,lugo,Almeria,Lugo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-07,2017-2018,2017-2018,32,15,Barcelona,Levante,3,0,1,true,official-2017-2018-32,official-2017-2018-32-15,Barcelona,Levante,barcelona,levante,Barcelona,Levante,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-07T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,1,Girona,Las Palmas,6,0,1,false,official-2017-2018-33,official-2017-2018-33-1,Girona,Las Palmas,girona,laspalmas,Girona,Las Palmas,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,2,Eibar,Atlético de Madrid,0,1,2,false,official-2017-2018-33,official-2017-2018-33-2,Eibar,Atlético de Madrid,eibar,atleticomadrid,Eibar,Atletico Madrid,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,3,Deportivo,Valencia,1,2,2,false,official-2017-2018-33,official-2017-2018-33-3,Deportivo,Valencia,deportivo,valencia,Deportivo,Valencia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,4,Levante,Celta,0,1,2,false,official-2017-2018-33,official-2017-2018-33-4,Levante,Celta,levante,celta,Levante,Celta,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,5,Alavés,Sevilla,1,0,1,false,official-2017-2018-33,official-2017-2018-33-5,Alavés,Sevilla,alaves,sevilla,Alaves,Sevilla,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,6,Espanyol,Athletic de Bilbao,1,1,X,false,official-2017-2018-33,official-2017-2018-33-6,Espanyol,Athletic de Bilbao,espanyol,athletic,Espanyol,Athletic Club,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,7,Real Sociedad,Barcelona,2,4,2,false,official-2017-2018-33,official-2017-2018-33-7,Real Sociedad,Barcelona,realsociedad,barcelona,Real Sociedad,Barcelona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,8,Sporting de Gijón,Alcorcón,3,0,1,false,official-2017-2018-33,official-2017-2018-33-8,Sporting de Gijón,Alcorcón,sporting,alcorcon,Sporting,Alcorcon,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,9,Reus Deport.,Lugo,0,1,2,false,official-2017-2018-33,official-2017-2018-33-9,Reus Deport.,Lugo,reusdeport,lugo,Reus Deport.,Lugo,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,10,R. Zaragoza,Tenerife,1,0,1,false,official-2017-2018-33,official-2017-2018-33-10,R. Zaragoza,Tenerife,zaragoza,tenerife,Zaragoza,Tenerife,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,11,Huesca,Numancia,2,1,1,false,official-2017-2018-33,official-2017-2018-33-11,Huesca,Numancia,huesca,numancia,Huesca,Numancia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,12,Cádiz,Córdoba,2,0,1,false,official-2017-2018-33,official-2017-2018-33-12,Cádiz,Córdoba,cadiz,cordoba,Cadiz,Cordoba,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,13,Cultural Leonesa,Lorca,2,1,1,false,official-2017-2018-33,official-2017-2018-33-13,Cultural Leonesa,Lorca,culturalleonesa,lorca,Cultural Leonesa,Lorca,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,14,Albacete,Granada,2,1,1,false,official-2017-2018-33,official-2017-2018-33-14,Albacete,Granada,albacete,granada,Albacete,Granada,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-01-14,2017-2018,2017-2018,33,15,Real Madrid,Villarreal,0,1,2,true,official-2017-2018-33,official-2017-2018-33-15,Real Madrid,Villarreal,realmadrid,villarreal,Real Madrid,Villarreal,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-01-14T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-02-04,2017-2018,2017-2018,36,1,Eibar,Sevilla,5,1,1,false,official-2017-2018-36,official-2017-2018-36-1,Eibar,Sevilla,eibar,sevilla,Eibar,Sevilla,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-02-04T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-02-04,2017-2018,2017-2018,36,2,Betis,Villarreal,2,1,1,false,official-2017-2018-36,official-2017-2018-36-2,Betis,Villarreal,betis,villarreal,Betis,Villarreal,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-02-04T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-02-04,2017-2018,2017-2018,36,3,Alavés,Celta,2,1,1,false,official-2017-2018-36,official-2017-2018-36-3,Alavés,Celta,alaves,celta,Alaves,Celta,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-02-04T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-02-04,2017-2018,2017-2018,36,4,Getafe,Leganés,0,0,X,false,official-2017-2018-36,official-2017-2018-36-4,Getafe,Leganés,getafe,leganes,Getafe,Leganes,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-02-04T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-02-04,2017-2018,2017-2018,36,5,Espanyol,Barcelona,1,1,X,false,official-2017-2018-36,official-2017-2018-36-5,Espanyol,Barcelona,espanyol,barcelona,Espanyol,Barcelona,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-02-04T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-02-04,2017-2018,2017-2018,36,6,Girona,Athletic de Bilbao,2,0,1,false,official-2017-2018-36,official-2017-2018-36-6,Girona,Athletic de Bilbao,girona,athletic,Girona,Athletic Club,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-02-04T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-02-04,2017-2018,2017-2018,36,7,Atlético de Madrid,Valencia,1,0,1,false,official-2017-2018-36,official-2017-2018-36-7,Atlético de Madrid,Valencia,atleticomadrid,valencia,Atletico Madrid,Valencia,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-02-04T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-02-04,2017-2018,2017-2018,36,8,Alcorcón,R. Zaragoza,1,1,X,false,official-2017-2018-36,official-2017-2018-36-8,Alcorcón,R. Zaragoza,alcorcon,zaragoza,Alcorcon,Zaragoza,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-02-04T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-02-04,2017-2018,2017-2018,36,9,Valladolid,Cultural Leonesa,3,2,1,false,official-2017-2018-36,official-2017-2018-36-9,Valladolid,Cultural Leonesa,valladolid,culturalleonesa,Valladolid,Cultural Leonesa,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-02-04T00:00,2026-06-18T06:17:36.532926Z,false,false
2018-02-04,2017-2018,2017-2018,36,10,Lorca,Almería,1,2,2,false,official-2017-2018-36,official-2017-2018-36-10,Lorca,Almería,lorca,almeria,Lorca,Almeria,MAPPED,UNKNOWN,UNKNOWN,HIGH,combinacionganadora_master_csv,READY,true,14,false,2018-02-04T00:00,2026-06-18T06:17:36.532926Z,false,false
